,count,probability,russian,english
20241,4,0.0015,домой_ADVB,even_ADVB
20242,4,0.0015,домой_ADVB,flew_NOUN
20243,3,0.0012,домой_ADVB,girl_NOUN
20244,5,0.0019,домой_ADVB,must_None
20245,4,0.0015,домой_ADVB,galloped_NOUN
20246,9,0.0035,домой_ADVB,brought_NOUN
20247,4,0.0015,домой_ADVB,slowly_ADVB
20248,6,0.0023,домой_ADVB,would_None
20249,3,0.0012,домой_ADVB,head_NOUN
20250,6,0.0023,домой_ADVB,sent_NOUN
20251,3,0.0012,домой_ADVB,took_VERB
20252,3,0.0012,домой_ADVB,called_VERB
20253,5,0.0019,домой_ADVB,started_VERB
20254,4,0.0015,домой_ADVB,bring_NOUN
20255,3,0.0012,домой_ADVB,sail_NOUN
20256,5,0.0019,домой_ADVB,time_NOUN
20257,3,0.0012,домой_ADVB,road_NOUN
20258,6,0.0022,должный_ADJS,still_ADVB
20259,9,0.0033,должный_ADJS,debt_NOUN
20260,46,0.0168,должный_ADJS,man_NOUN
20261,5,0.0018,должный_ADJS,never_ADVB
20262,4,0.0015,должный_ADJS,certain_ADJF
20263,5,0.0018,должный_ADJS,world_NOUN
20264,7,0.0026,должный_ADJS,shall_None
20265,3,0.0011,должный_ADJS,indeed_ADVB
20266,5,0.0018,должный_ADJS,duty_NOUN
20267,5,0.0018,должный_ADJS,able_ADJF
20268,10,0.0036,должный_ADJS,person_NOUN
20269,3,0.0011,должный_ADJS,son_NOUN
20270,5,0.0018,должный_ADJS,may_None
20271,3,0.0011,должный_ADJS,due_ADJF
20272,3,0.0011,должный_ADJS,doctor_NOUN
20273,3,0.0011,должный_ADJS,wanted_VERB
20274,3,0.0011,должный_ADJS,way_NOUN
20275,3,0.0011,должный_ADJS,absolutely_ADVB
20276,3,0.0011,должный_ADJS,close_ADVB
20277,3,0.0011,должный_ADJS,came_VERB
20278,3,0.0011,должный_ADJS,come_VERB
20279,6,0.0022,должный_ADJS,prisoner_NOUN
20280,9,0.0033,должный_ADJS,according_VERB
20281,3,0.0011,должный_ADJS,answer_NOUN
20282,3,0.0011,должный_ADJS,important_ADJF
20283,3,0.0011,должный_ADJS,like_PREP
20284,3,0.0011,должный_ADJS,ice_NOUN
20285,3,0.0286,побывать_INFN,promise_NOUN
20286,12,0.0393,встретиться_INFN,might_None
20287,3,0.0098,встретиться_INFN,glad_NOUN
20288,10,0.0328,встретиться_INFN,meet_NOUN
20289,3,0.0098,встретиться_INFN,would_None
20290,5,0.0164,встретиться_INFN,arranged_VERB
20291,8,0.0262,встретиться_INFN,agreed_VERB
20292,4,0.0131,встретиться_INFN,chance_NOUN
20293,3,0.0098,встретиться_INFN,could_None
20294,4,0.0114,другой_ADJF,occupied_VERB
20295,16,0.1379,выполнить_INFN,carry_NOUN
20296,3,0.0259,выполнить_INFN,must_None
20297,3,0.0064,один_ADJF,aglaya_NOUN
20298,8,0.0045,мысль_NOUN,one_NUMR
20299,4,0.0022,мысль_NOUN,single_ADJF
20300,3,0.0017,мысль_NOUN,often_ADVB
20301,11,0.0062,мысль_NOUN,first_ADVB
20302,6,0.0034,мысль_NOUN,simple_NOUN
20303,8,0.0045,мысль_NOUN,every_ADJF
20304,8,0.0045,мысль_NOUN,wild_NOUN
20305,3,0.0017,мысль_NOUN,would_None
20306,7,0.0039,мысль_NOUN,another_ADJF
20307,6,0.0034,мысль_NOUN,mere_ADVB
20308,14,0.0078,мысль_NOUN,strange_NOUN
20309,21,0.0118,мысль_NOUN,thought_NOUN
20310,22,0.0123,мысль_NOUN,idea_NOUN
20311,6,0.0034,мысль_NOUN,suddenly_ADVB
20312,3,0.0017,мысль_NOUN,absurd_NOUN
20313,16,0.009,мысль_NOUN,brilliant_NOUN
20314,4,0.0022,мысль_NOUN,extraordinary_ADJF
20315,8,0.0045,мысль_NOUN,terrible_ADJF
20316,3,0.0017,мысль_NOUN,suggested_VERB
20317,12,0.0067,мысль_NOUN,great_ADJF
20318,3,0.0017,мысль_NOUN,least_ADJF
20319,7,0.0039,мысль_NOUN,sudden_ADJF
20320,5,0.0028,мысль_NOUN,ever_ADVB
20321,8,0.0045,мысль_NOUN,last_ADJF
20322,16,0.009,мысль_NOUN,new_ADJF
20323,5,0.0028,мысль_NOUN,never_ADVB
20324,4,0.0022,мысль_NOUN,bright_NOUN
20325,5,0.0028,мысль_NOUN,excellent_NOUN
20326,9,0.005,мысль_NOUN,happy_ADJF
20327,5,0.0028,мысль_NOUN,original_ADJF
20328,7,0.0039,мысль_NOUN,good_ADJF
20329,3,0.0017,мысль_NOUN,russian_ADJF
20330,3,0.0017,мысль_NOUN,desperate_NOUN
20331,5,0.0028,мысль_NOUN,terrifying_VERB
20332,3,0.0017,мысль_NOUN,secret_NOUN
20333,5,0.0028,мысль_NOUN,human_NOUN
20334,4,0.0022,мысль_NOUN,could_None
20335,3,0.0017,мысль_NOUN,horrible_ADJF
20336,3,0.0017,мысль_NOUN,occurred_VERB
20337,3,0.0017,мысль_NOUN,splendid_NOUN
20338,16,0.0482,скорый_COMP,soon_ADVB
20339,3,0.009,скорый_COMP,quick_NOUN
20340,11,0.0331,скорый_COMP,quickly_ADVB
20341,3,0.009,скорый_COMP,away_ADVB
20342,3,0.009,скорый_COMP,back_ADVB
20343,10,0.0301,скорый_COMP,made_VERB
20344,7,0.0211,скорый_COMP,haste_NOUN
20345,8,0.0092,спасть_VERB,already_ADVB
20346,11,0.0126,спасть_VERB,still_ADVB
20347,13,0.0149,спасть_VERB,fast_NOUN
20348,5,0.0057,спасть_VERB,fall_NOUN
20349,5,0.0057,спасть_VERB,never_ADVB
20350,3,0.0034,спасть_VERB,hardly_ADVB
20351,8,0.0092,спасть_VERB,man_NOUN
20352,6,0.0069,спасть_VERB,sound_NOUN
20353,3,0.0034,спасть_VERB,head_NOUN
20354,3,0.0034,спасть_VERB,sleep_NOUN
20355,3,0.0034,спасть_VERB,town_NOUN
20356,4,0.0046,спасть_VERB,lay_NOUN
20357,3,0.0034,спасть_VERB,always_ADVB
20358,3,0.0034,спасть_VERB,long_ADVB
20359,3,0.0034,спасть_VERB,also_ADVB
20360,5,0.0045,плохо_PRED,know_VERB
20361,3,0.0027,плохо_PRED,language_NOUN
20362,3,0.0027,плохо_PRED,french_ADJF
20363,18,0.0163,плохо_PRED,bad_ADJF
20364,4,0.0036,плохо_PRED,go_VERB
20365,4,0.0036,плохо_PRED,ca_None
20366,10,0.009,плохо_PRED,going_VERB
20367,20,0.0181,плохо_PRED,could_None
20368,4,0.0036,плохо_PRED,badly_ADVB
20369,3,0.0027,плохо_PRED,understood_NOUN
20370,7,0.0063,плохо_PRED,feeling_VERB
20371,9,0.0081,плохо_PRED,felt_NOUN
20372,3,0.0027,плохо_PRED,always_ADVB
20373,3,0.0027,плохо_PRED,hear_NOUN
20374,9,0.0081,плохо_PRED,feel_NOUN
20375,4,0.0036,плохо_PRED,think_NOUN
20376,4,0.0036,плохо_PRED,spoke_NOUN
20377,4,0.0036,плохо_PRED,would_None
20378,12,0.0109,плохо_PRED,slept_NOUN
20379,3,0.0027,плохо_PRED,look_NOUN
20380,3,0.0027,плохо_PRED,found_NOUN
20381,3,0.0027,плохо_PRED,word_NOUN
20382,4,0.0036,плохо_PRED,work_NOUN
20383,3,0.0027,плохо_PRED,thinking_VERB
20384,7,0.0063,плохо_PRED,really_ADVB
20385,4,0.0036,плохо_PRED,see_VERB
20386,3,0.0027,плохо_PRED,behaved_VERB
20387,3,0.0027,плохо_PRED,grew_VERB
20388,3,0.0027,плохо_PRED,good_ADJF
20389,3,0.0027,плохо_PRED,live_ADJF
20390,7,0.0063,плохо_PRED,poor_ADJF
20391,3,0.0027,плохо_PRED,get_VERB
20392,5,0.0045,плохо_PRED,rather_ADVB
20393,9,0.0268,весна_NOUN,last_ADJF
20394,6,0.0179,весна_NOUN,next_ADJF
20395,4,0.0119,весна_NOUN,day_NOUN
20396,4,0.0119,весна_NOUN,died_VERB
20397,3,0.0312,рассвет_NOUN,already_ADVB
20398,32,0.019,едва_ADVB,hardly_ADVB
20399,156,0.0927,едва_ADVB,could_None
20400,22,0.0131,едва_ADVB,scarcely_ADVB
20401,10,0.0059,едва_ADVB,almost_ADVB
20402,52,0.0309,едва_ADVB,barely_ADVB
20403,45,0.0267,едва_ADVB,soon_ADVB
20404,10,0.0059,едва_ADVB,would_None
20405,6,0.0036,едва_ADVB,voice_NOUN
20406,4,0.0024,едва_ADVB,much_ADJF
20407,3,0.0018,едва_ADVB,far_ADVB
20408,4,0.0024,едва_ADVB,dead_ADJF
20409,4,0.0024,едва_ADVB,man_NOUN
20410,4,0.0024,едва_ADVB,leg_NOUN
20411,3,0.0018,едва_ADVB,still_ADVB
20412,3,0.0018,едва_ADVB,father_NOUN
20413,4,0.0024,едва_ADVB,mother_NOUN
20414,3,0.0018,едва_ADVB,eye_NOUN
20415,7,0.056,будить_INFN,wake_NOUN
20416,3,0.0105,весёлый_ADJF,good_ADJF
20417,12,0.1379,ломать_GRND,wringing_VERB
20418,3,0.0345,ломать_GRND,crashing_VERB
20419,4,0.0056,предложить_VERB,man_NOUN
20420,35,0.0493,предложить_VERB,suggested_VERB
20421,15,0.0211,предложить_VERB,proposed_VERB
20422,4,0.0056,предложить_VERB,also_ADVB
20423,3,0.0042,предложить_VERB,ii_NOUN
20424,3,0.0042,предложить_VERB,slava_NOUN
20425,3,0.0042,предложить_VERB,misha_NOUN
20426,4,0.0889,бугор_NOUN,top_NOUN
20427,14,0.1157,осмотреть_INFN,look_NOUN
20428,6,0.0496,осмотреть_INFN,examine_NOUN
20429,5,0.0413,осмотреть_INFN,must_None
20430,4,0.0331,осмотреть_INFN,see_VERB
20431,3,0.0252,местность_NOUN,surrounding_VERB
20432,3,0.0152,широкий_ADJF,lay_NOUN
20433,3,0.0152,широкий_ADJF,like_PREP
20434,3,0.0024,напротив_CONJ,right_NOUN
20435,3,0.0024,напротив_CONJ,feel_NOUN
20436,12,0.0094,напротив_CONJ,quite_ADVB
20437,7,0.0055,напротив_CONJ,opposite_NOUN
20438,18,0.0142,напротив_CONJ,sitting_VERB
20439,7,0.0055,напротив_CONJ,far_ADVB
20440,3,0.0024,напротив_CONJ,door_NOUN
20441,5,0.0039,напротив_CONJ,seat_NOUN
20442,10,0.0079,напротив_CONJ,house_NOUN
20443,15,0.0118,напротив_CONJ,sat_NOUN
20444,5,0.0039,напротив_CONJ,chair_NOUN
20445,4,0.0031,напротив_CONJ,wall_NOUN
20446,21,0.0165,напротив_CONJ,across_PREP
20447,3,0.0024,напротив_CONJ,armchair_NOUN
20448,3,0.0024,напротив_CONJ,room_NOUN
20449,3,0.0024,напротив_CONJ,directly_ADVB
20450,3,0.0024,напротив_CONJ,cell_NOUN
20451,4,0.1212,клин_NOUN,like_PREP
20452,3,0.0265,выступать_VERB,came_VERB
20453,14,0.1111,бодро_ADVB,said_VERB
20454,3,0.0238,бодро_ADVB,walked_VERB
20455,3,0.037,двинуться_VERB,column_NOUN
20456,12,0.2553,образовать_GRND,forming_VERB
20457,5,0.0394,коса_NOUN,thick_NOUN
20458,8,0.063,коса_NOUN,long_ADVB
20459,5,0.0394,коса_NOUN,black_ADJF
20460,3,0.0141,красота_NOUN,good_ADJF
20461,3,0.0213,расти_VERB,beard_NOUN
20462,3,0.0213,расти_VERB,grass_NOUN
20463,3,0.0213,расти_VERB,grown_NOUN
20464,3,0.016,виднеться_VERB,barely_ADVB
20465,3,0.016,виднеться_VERB,see_VERB
20466,3,0.12,кора_NOUN,pine_NOUN
20467,3,0.12,кора_NOUN,red_ADJF
20468,5,0.2381,избёнка_NOUN,hut_NOUN
20469,9,0.125,поодаль_ADVB,little_ADJF
20470,5,0.0694,поодаль_ADVB,distance_NOUN
20471,3,0.0417,поодаль_ADVB,way_NOUN
20472,3,0.016,густо_ADVB,thickly_NOUN
20473,5,0.0226,благородие_NOUN,sir_NOUN
20474,5,0.0226,благородие_NOUN,honour_NOUN
20475,3,0.0109,пожалуй_CONJ,think_NOUN
20476,3,0.0045,согласиться_VERB,gladly_ADVB
20477,5,0.0075,согласиться_VERB,readily_ADVB
20478,4,0.006,согласиться_VERB,fully_ADVB
20479,8,0.0119,согласиться_VERB,finally_ADVB
20480,5,0.0075,согласиться_VERB,immediately_ADVB
20481,5,0.0075,согласиться_VERB,would_None
20482,4,0.006,согласиться_VERB,ivan_NOUN
20483,3,0.0045,согласиться_VERB,man_NOUN
20484,3,0.0045,согласиться_VERB,one_NUMR
20485,3,0.0045,согласиться_VERB,andreyevich_NOUN
20486,3,0.0045,согласиться_VERB,rumata_NOUN
20487,5,0.0075,согласиться_VERB,doctor_NOUN
20488,5,0.0075,согласиться_VERB,lysippus_NOUN
20489,7,0.0104,согласиться_VERB,stalin_NOUN
20490,4,0.006,согласиться_VERB,alferov_NOUN
20491,3,0.0045,согласиться_VERB,sergeyevich_NOUN
20492,7,0.0104,согласиться_VERB,misha_NOUN
20493,4,0.006,согласиться_VERB,igor_NOUN
20494,7,0.0104,согласиться_VERB,anton_NOUN
20495,5,0.1667,айда_INTJ,come_VERB
20496,9,0.18,повеселеть_VERB,cheered_VERB
20497,3,0.06,повеселеть_VERB,suddenly_ADVB
20498,3,0.0044,открыть_VERB,suddenly_ADVB
20499,7,0.0103,открыть_VERB,open_ADJF
20500,4,0.0059,открыть_VERB,man_NOUN
20501,3,0.0044,открыть_VERB,one_NUMR
20502,6,0.0088,открыть_VERB,mishka_NOUN
20503,3,0.0044,открыть_VERB,guard_NOUN
20504,3,0.0044,открыть_VERB,cautiously_ADVB
20505,7,0.0014,дверь_NOUN,back_ADVB
20506,14,0.0029,дверь_NOUN,heavy_ADJF
20507,108,0.0222,дверь_NOUN,open_ADJF
20508,5,0.001,дверь_NOUN,next_ADJF
20509,26,0.0054,дверь_NOUN,shut_NOUN
20510,182,0.0375,дверь_NOUN,opened_VERB
20511,8,0.0016,дверь_NOUN,inner_NOUN
20512,31,0.0064,дверь_NOUN,locked_VERB
20513,79,0.0163,дверь_NOUN,door_NOUN
20514,14,0.0029,дверь_NOUN,slammed_VERB
20515,6,0.0012,дверь_NOUN,looking_VERB
20516,17,0.0035,дверь_NOUN,towards_NOUN
20517,8,0.0016,дверь_NOUN,low_ADJF
20518,10,0.0021,дверь_NOUN,entered_VERB
20519,3,0.0006,дверь_NOUN,led_VERB
20520,7,0.0014,дверь_NOUN,narrow_NOUN
20521,5,0.001,дверь_NOUN,first_ADVB
20522,4,0.0008,дверь_NOUN,second_ADJF
20523,8,0.0016,дверь_NOUN,heard_NOUN
20524,4,0.0008,дверь_NOUN,stood_NOUN
20525,3,0.0006,дверь_NOUN,looked_VERB
20526,5,0.001,дверь_NOUN,study_NOUN
20527,11,0.0023,дверь_NOUN,behind_PREP
20528,3,0.0006,дверь_NOUN,glancing_VERB
20529,43,0.0088,дверь_NOUN,front_NOUN
20530,11,0.0023,дверь_NOUN,iron_NOUN
20531,53,0.0109,дверь_NOUN,closed_VERB
20532,20,0.0041,дверь_NOUN,opening_NOUN
20533,4,0.0008,дверь_NOUN,upon_PREP
20534,22,0.0045,дверь_NOUN,closing_NOUN
20535,4,0.0008,дверь_NOUN,high_ADJF
20536,21,0.0043,дверь_NOUN,moment_NOUN
20537,9,0.0019,дверь_NOUN,last_ADJF
20538,6,0.0012,дверь_NOUN,one_NUMR
20539,12,0.0025,дверь_NOUN,outer_NOUN
20540,7,0.0014,дверь_NOUN,fastened_VERB
20541,5,0.001,дверь_NOUN,locking_VERB
20542,3,0.0006,дверь_NOUN,beyond_PREP
20543,3,0.0006,дверь_NOUN,oaken_NOUN
20544,16,0.0033,дверь_NOUN,glass_NOUN
20545,4,0.0008,дверь_NOUN,frozen_NOUN
20546,5,0.001,дверь_NOUN,balcony_NOUN
20547,7,0.0014,дверь_NOUN,outside_PREP
20548,3,0.0006,дверь_NOUN,street_NOUN
20549,4,0.0008,дверь_NOUN,pulled_VERB
20550,4,0.0008,дверь_NOUN,side_NOUN
20551,10,0.0021,дверь_NOUN,close_ADVB
20552,7,0.0014,дверь_NOUN,wide_ADJF
20553,3,0.0006,дверь_NOUN,cell_NOUN
20554,3,0.0006,дверь_NOUN,instant_NOUN
20555,13,0.0027,дверь_NOUN,suddenly_ADVB
20556,3,0.0006,дверь_NOUN,shaking_VERB
20557,6,0.0012,дверь_NOUN,saw_NOUN
20558,3,0.0006,дверь_NOUN,little_ADJF
20559,10,0.0021,дверь_NOUN,left_NOUN
20560,3,0.0006,дверь_NOUN,already_ADVB
20561,8,0.0016,дверь_NOUN,lock_NOUN
20562,10,0.0021,дверь_NOUN,pushed_VERB
20563,5,0.001,дверь_NOUN,later_ADVB
20564,3,0.0006,дверь_NOUN,banged_VERB
20565,9,0.0019,дверь_NOUN,another_ADJF
20566,3,0.0006,дверь_NOUN,since_PREP
20567,3,0.0006,дверь_NOUN,went_VERB
20568,4,0.0008,дверь_NOUN,round_NOUN
20569,3,0.0006,дверь_NOUN,half_NOUN
20570,7,0.0014,дверь_NOUN,flung_NOUN
20571,5,0.001,дверь_NOUN,across_PREP
20572,5,0.001,дверь_NOUN,hold_NOUN
20573,3,0.0006,дверь_NOUN,guard_NOUN
20574,7,0.0014,дверь_NOUN,bedroom_NOUN
20575,7,0.0014,дверь_NOUN,oak_NOUN
20576,4,0.0008,дверь_NOUN,white_ADJF
20577,9,0.0019,дверь_NOUN,unlocked_ADJF
20578,3,0.0006,дверь_NOUN,metal_NOUN
20579,4,0.0008,дверь_NOUN,burst_NOUN
20580,3,0.0006,дверь_NOUN,flew_NOUN
20581,5,0.001,дверь_NOUN,kitchen_NOUN
20582,3,0.0006,дверь_NOUN,found_NOUN
20583,3,0.0006,дверь_NOUN,like_PREP
20584,6,0.0012,дверь_NOUN,rang_NOUN
20585,3,0.0006,дверь_NOUN,bathroom_NOUN
20586,4,0.0008,дверь_NOUN,see_VERB
20587,7,0.0014,дверь_NOUN,shutting_VERB
20588,4,0.0008,дверь_NOUN,slam_NOUN
20589,4,0.0008,дверь_NOUN,knock_NOUN
20590,9,0.0019,дверь_NOUN,would_None
20591,3,0.0006,дверь_NOUN,shook_NOUN
20592,3,0.0006,дверь_NOUN,thrown_NOUN
20593,5,0.001,дверь_NOUN,entrance_NOUN
20594,6,0.0012,дверь_NOUN,leaving_VERB
20595,6,0.0012,дверь_NOUN,came_VERB
20596,5,0.001,дверь_NOUN,unlock_NOUN
20597,4,0.0008,дверь_NOUN,directly_ADVB
20598,3,0.0006,дверь_NOUN,secret_NOUN
20599,8,0.0155,темно_ADVB,dark_NOUN
20600,26,0.0504,темно_ADVB,quite_ADVB
20601,6,0.0116,темно_ADVB,became_VERB
20602,4,0.0078,темно_ADVB,getting_VERB
20603,8,0.0155,темно_ADVB,already_ADVB
20604,11,0.0213,темно_ADVB,almost_ADVB
20605,5,0.0097,темно_ADVB,room_NOUN
20606,8,0.0155,темно_ADVB,still_ADVB
20607,9,0.0174,темно_ADVB,grew_VERB
20608,3,0.0058,темно_ADVB,pitch_NOUN
20609,6,0.0116,темно_ADVB,completely_ADVB
20610,3,0.0058,темно_ADVB,seemed_VERB
20611,3,0.0058,темно_ADVB,complete_ADJF
20612,5,0.0234,единственный_ADJF,thing_NOUN
20613,4,0.0187,единственный_ADJF,one_NUMR
20614,4,0.0023,вместо_PREP,lieu_NOUN
20615,491,0.2791,вместо_PREP,instead_ADVB
20616,55,0.0313,вместо_PREP,place_NOUN
20617,3,0.0017,вместо_PREP,sense_NOUN
20618,4,0.0023,вместо_PREP,pair_NOUN
20619,5,0.0028,вместо_PREP,work_NOUN
20620,5,0.0028,вместо_PREP,top_NOUN
20621,3,0.0017,вместо_PREP,half_NOUN
20622,3,0.0017,вместо_PREP,thousand_NOUN
20623,3,0.0017,вместо_PREP,end_NOUN
20624,3,0.0017,вместо_PREP,made_VERB
20625,6,0.0034,вместо_PREP,way_NOUN
20626,3,0.0017,вместо_PREP,expression_NOUN
20627,3,0.0017,вместо_PREP,men_NOUN
20628,4,0.0023,вместо_PREP,used_VERB
20629,5,0.0028,вместо_PREP,sort_NOUN
20630,3,0.0017,вместо_PREP,blood_NOUN
20631,3,0.0017,вместо_PREP,head_NOUN
20632,4,0.0023,вместо_PREP,lump_NOUN
20633,6,0.0034,вместо_PREP,one_NUMR
20634,3,0.0017,вместо_PREP,wall_NOUN
20635,5,0.0028,вместо_PREP,rather_ADVB
20636,3,0.0017,вместо_PREP,life_NOUN
20637,15,0.0391,стекло_NOUN,broken_NOUN
20638,11,0.0286,стекло_NOUN,window_NOUN
20639,3,0.0078,стекло_NOUN,pane_NOUN
20640,6,0.0156,стекло_NOUN,breaking_VERB
20641,3,0.0078,стекло_NOUN,glass_NOUN
20642,4,0.0104,стекло_NOUN,dark_NOUN
20643,4,0.0104,стекло_NOUN,stained_VERB
20644,30,0.1899,вставить_VERB,put_NOUN
20645,3,0.019,вставить_VERB,lichonin_NOUN
20646,6,0.1224,пузырь_NOUN,soap_NOUN
20647,11,0.1264,залезть_VERB,climbed_NOUN
20648,10,0.0295,печь_NOUN,russian_ADJF
20649,6,0.0177,печь_NOUN,light_NOUN
20650,4,0.0118,печь_NOUN,lighting_VERB
20651,4,0.0118,печь_NOUN,clay_NOUN
20652,4,0.0417,занимать_VERB,took_VERB
20653,3,0.0081,половина_NOUN,squandered_VERB
20654,48,0.1294,половина_NOUN,half_NOUN
20655,5,0.0135,половина_NOUN,part_NOUN
20656,3,0.0081,половина_NOUN,gave_VERB
20657,4,0.0108,половина_NOUN,give_VERB
20658,3,0.0081,половина_NOUN,struck_NOUN
20659,9,0.0243,половина_NOUN,first_ADVB
20660,5,0.0135,половина_NOUN,second_ADJF
20661,3,0.0081,половина_NOUN,latter_NOUN
20662,4,0.0108,половина_NOUN,aside_ADVB
20663,3,0.0081,половина_NOUN,one_NUMR
20664,4,0.0108,половина_NOUN,least_ADJF
20665,3,0.0081,половина_NOUN,lost_VERB
20666,4,0.0108,половина_NOUN,spent_NOUN
20667,4,0.0331,потолок_NOUN,hanging_VERB
20668,3,0.0248,потолок_NOUN,low_ADJF
20669,3,0.1765,полати_NOUN,shelf_NOUN
20670,3,0.0019,стена_NOUN,main_ADJF
20671,4,0.0025,стена_NOUN,prison_NOUN
20672,4,0.0025,стена_NOUN,covered_VERB
20673,12,0.0076,стена_NOUN,brick_NOUN
20674,6,0.0038,стена_NOUN,took_VERB
20675,4,0.0025,стена_NOUN,beside_NOUN
20676,5,0.0032,стена_NOUN,back_ADVB
20677,8,0.0051,стена_NOUN,opposite_NOUN
20678,5,0.0032,стена_NOUN,wooden_NOUN
20679,7,0.0044,стена_NOUN,bare_NOUN
20680,4,0.0025,стена_NOUN,near_PREP
20681,3,0.0019,стена_NOUN,crumbling_VERB
20682,4,0.0025,стена_NOUN,left_NOUN
20683,3,0.0019,стена_NOUN,upon_PREP
20684,3,0.0019,стена_NOUN,grey_NOUN
20685,3,0.0019,стена_NOUN,tore_NOUN
20686,5,0.0032,стена_NOUN,yellow_NOUN
20687,4,0.0025,стена_NOUN,gray_NOUN
20688,6,0.0038,стена_NOUN,fortress_NOUN
20689,6,0.0038,стена_NOUN,city_NOUN
20690,4,0.0025,стена_NOUN,felt_NOUN
20691,3,0.0019,стена_NOUN,log_NOUN
20692,3,0.0019,стена_NOUN,right_NOUN
20693,6,0.0038,стена_NOUN,kremlin_NOUN
20694,3,0.0019,стена_NOUN,still_ADVB
20695,3,0.0019,стена_NOUN,like_PREP
20696,3,0.0019,стена_NOUN,tall_NOUN
20697,3,0.0019,стена_NOUN,rear_NOUN
20698,4,0.0192,стена_NOUN,chair_NOUN
20699,3,0.0147,висеть_VERB,clothes_NOUN
20700,3,0.0147,висеть_VERB,lamp_NOUN
20701,5,0.0245,висеть_VERB,moon_NOUN
20702,4,0.0196,висеть_VERB,like_PREP
20703,6,0.375,берест_NOUN,birch_NOUN
20704,8,0.2424,свешиваться_VERB,hung_NOUN
20705,6,0.2069,связка_NOUN,bunch_NOUN
20706,5,0.2632,звериный_ADJF,wild_NOUN
20707,5,0.102,шкура_NOUN,animal_NOUN
20708,3,0.125,оглядывать_VERB,looked_VERB
20709,4,0.0056,бояться_VERB,still_ADVB
20710,5,0.007,бояться_VERB,man_NOUN
20711,3,0.0345,шкура_NOUN,skin_NOUN
20712,3,0.0345,шкура_NOUN,bear_NOUN
20713,3,0.0536,живость_NOUN,added_VERB
20714,3,0.0536,живость_NOUN,asked_VERB
20715,6,0.0012,спросить_VERB,yegor_NOUN
20716,45,0.0087,спросить_VERB,asked_VERB
20717,5,0.001,спросить_VERB,fyodor_NOUN
20718,3,0.0006,спросить_VERB,olenin_NOUN
20719,32,0.0062,спросить_VERB,nekhludoff_NOUN
20720,4,0.0008,спросить_VERB,student_NOUN
20721,11,0.0021,спросить_VERB,levin_NOUN
20722,4,0.0008,спросить_VERB,husband_NOUN
20723,6,0.0012,спросить_VERB,arkadyevitch_NOUN
20724,3,0.0006,спросить_VERB,prosecutor_NOUN
20725,5,0.001,спросить_VERB,someone_NOUN
20726,5,0.001,спросить_VERB,help_NOUN
20727,4,0.0008,спросить_VERB,korchagin_NOUN
20728,17,0.0033,спросить_VERB,pavel_NOUN
20729,22,0.0043,спросить_VERB,man_NOUN
20730,3,0.0006,спросить_VERB,victor_NOUN
20731,3,0.0006,спросить_VERB,chernyak_NOUN
20732,3,0.0006,спросить_VERB,soldier_NOUN
20733,3,0.0006,спросить_VERB,officer_NOUN
20734,16,0.0031,спросить_VERB,doctor_NOUN
20735,7,0.0014,спросить_VERB,latter_NOUN
20736,4,0.0008,спросить_VERB,prince_NOUN
20737,5,0.001,спросить_VERB,father_NOUN
20738,3,0.0006,спросить_VERB,shatov_NOUN
20739,4,0.0008,спросить_VERB,vsyevolodovitch_NOUN
20740,3,0.0006,спросить_VERB,stepanovitch_NOUN
20741,29,0.0056,спросить_VERB,suddenly_ADVB
20742,4,0.0008,спросить_VERB,alyosha_NOUN
20743,12,0.0023,спросить_VERB,ivan_NOUN
20744,14,0.0027,спросить_VERB,raskolnikov_NOUN
20745,15,0.0029,спросить_VERB,voice_NOUN
20746,4,0.0008,спросить_VERB,petrovitch_NOUN
20747,7,0.0014,спросить_VERB,boy_NOUN
20748,5,0.001,спросить_VERB,maxim_NOUN
20749,3,0.0006,спросить_VERB,makar_NOUN
20750,4,0.0008,спросить_VERB,matveyevich_NOUN
20751,3,0.0006,спросить_VERB,ostap_NOUN
20752,4,0.0008,спросить_VERB,adam_NOUN
20753,3,0.0006,спросить_VERB,skiles_NOUN
20754,5,0.001,спросить_VERB,somebody_NOUN
20755,4,0.0008,спросить_VERB,kuznetsov_NOUN
20756,3,0.0006,спросить_VERB,novikov_NOUN
20757,4,0.0008,спросить_VERB,krymov_NOUN
20758,5,0.001,спросить_VERB,viktor_NOUN
20759,6,0.0012,спросить_VERB,stalin_NOUN
20760,4,0.0008,спросить_VERB,investigator_NOUN
20761,3,0.0006,спросить_VERB,andreyevich_NOUN
20762,3,0.0006,спросить_VERB,stepanovich_NOUN
20763,4,0.0008,спросить_VERB,pashka_NOUN
20764,15,0.0029,спросить_VERB,anton_NOUN
20765,17,0.0033,спросить_VERB,rumata_NOUN
20766,5,0.001,спросить_VERB,king_NOUN
20767,3,0.0006,спросить_VERB,even_ADVB
20768,4,0.0008,спросить_VERB,redrick_NOUN
20769,5,0.001,спросить_VERB,noonan_NOUN
20770,3,0.0006,спросить_VERB,throaty_NOUN
20771,4,0.0008,спросить_VERB,captain_NOUN
20772,4,0.0008,спросить_VERB,roman_NOUN
20773,3,0.0006,спросить_VERB,mikha_NOUN
20774,4,0.0008,спросить_VERB,kostya_NOUN
20775,5,0.001,спросить_VERB,master_NOUN
20776,17,0.0033,спросить_VERB,andrei_NOUN
